Item ID: 0, Name: Dwarf remains, Options: [null, null, null, null, Destroy].
Item ID: 6218, Name: null, Options: [null, null, null, null, drop].
Item ID: 6219, Name: Broodoo shield (8), Options: [null, Wield, null, null, drop].
Item ID: 6220, Name: null, Options: [null, null, null, null, drop].
Item ID: 6221, Name: Broodoo shield (7), Options: [null, Wield, null, null, drop].
Item ID: 6222, Name: null, Options: [null, null, null, null, drop].
Item ID: 6223, Name: Broodoo shield (6), Options: [null, Wield, null, null, drop].
Item ID: 6224, Name: null, Options: [null, null, null, null, drop].
Item ID: 6225, Name: Broodoo shield (5), Options: [null, Wield, null, null, drop].
Item ID: 6226, Name: null, Options: [null, null, null, null, drop].
Item ID: 6227, Name: Broodoo shield (4), Options: [null, Wield, null, null, drop].
Item ID: 6228, Name: null, Options: [null, null, null, null, drop].
Item ID: 6229, Name: Broodoo shield (3), Options: [null, Wield, null, null, drop].
Item ID: 6230, Name: null, Options: [null, null, null, null, drop].
Item ID: 6231, Name: Broodoo shield (2), Options: [null, Wield, null, null, drop].
Item ID: 6232, Name: null, Options: [null, null, null, null, drop].
Item ID: 6233, Name: Broodoo shield (1), Options: [null, Wield, null, null, drop].
Item ID: 6234, Name: null, Options: [null, null, null, null, drop].
Item ID: 6235, Name: Broodoo shield, Options: [null, Wield, null, null, drop].
Item ID: 6236, Name: null, Options: [null, null, null, null, drop].
Item ID: 6237, Name: Broodoo shield (10), Options: [null, Wield, null, null, drop].
Item ID: 6238, Name: null, Options: [null, null, null, null, drop].
Item ID: 6239, Name: Broodoo shield (9), Options: [null, Wield, null, null, drop].
Item ID: 6240, Name: null, Options: [null, null, null, null, drop].
Item ID: 6241, Name: Broodoo shield (8), Options: [null, Wield, null, null, drop].
Item ID: 6242, Name: null, Options: [null, null, null, null, drop].
Item ID: 6243, Name: Broodoo shield (7), Options: [null, Wield, null, null, drop].
Item ID: 6244, Name: null, Options: [null, null, null, null, drop].
Item ID: 6245, Name: Broodoo shield (6), Options: [null, Wield, null, null, drop].
Item ID: 6246, Name: null, Options: [null, null, null, null, drop].
Item ID: 6247, Name: Broodoo shield (5), Options: [null, Wield, null, null, drop].
Item ID: 6248, Name: null, Options: [null, null, null, null, drop].
Item ID: 6249, Name: Broodoo shield (4), Options: [null, Wield, null, null, drop].
Item ID: 6250, Name: null, Options: [null, null, null, null, drop].
Item ID: 6251, Name: Broodoo shield (3), Options: [null, Wield, null, null, drop].
Item ID: 6252, Name: null, Options: [null, null, null, null, drop].
Item ID: 6253, Name: Broodoo shield (2), Options: [null, Wield, null, null, drop].
Item ID: 6254, Name: null, Options: [null, null, null, null, drop].
Item ID: 6255, Name: Broodoo shield (1), Options: [null, Wield, null, null, drop].
Item ID: 6256, Name: null, Options: [null, null, null, null, drop].
Item ID: 6257, Name: Broodoo shield, Options: [null, Wield, null, null, drop].
Item ID: 6258, Name: null, Options: [null, null, null, null, drop].
Item ID: 6259, Name: Broodoo shield (10), Options: [null, Wield, null, null, drop].
Item ID: 6260, Name: null, Options: [null, null, null, null, drop].
Item ID: 6261, Name: Broodoo shield (9), Options: [null, Wield, null, null, drop].
Item ID: 6262, Name: null, Options: [null, null, null, null, drop].
Item ID: 6263, Name: Broodoo shield (8), Options: [null, Wield, null, null, drop].
Item ID: 6264, Name: null, Options: [null, null, null, null, drop].
Item ID: 6265, Name: Broodoo shield (7), Options: [null, Wield, null, null, drop].
Item ID: 6266, Name: null, Options: [null, null, null, null, drop].
Item ID: 6267, Name: Broodoo shield (6), Options: [null, Wield, null, null, drop].
Item ID: 6268, Name: null, Options: [null, null, null, null, drop].
Item ID: 6269, Name: Broodoo shield (5), Options: [null, Wield, null, null, drop].
Item ID: 6270, Name: null, Options: [null, null, null, null, drop].
Item ID: 6271, Name: Broodoo shield (4), Options: [null, Wield, null, null, drop].
Item ID: 6272, Name: null, Options: [null, null, null, null, drop].
Item ID: 6273, Name: Broodoo shield (3), Options: [null, Wield, null, null, drop].
Item ID: 6274, Name: null, Options: [null, null, null, null, drop].
Item ID: 6275, Name: Broodoo shield (2), Options: [null, Wield, null, null, drop].
Item ID: 6276, Name: null, Options: [null, null, null, null, drop].
Item ID: 6277, Name: Broodoo shield (1), Options: [null, Wield, null, null, drop].
Item ID: 6278, Name: null, Options: [null, null, null, null, drop].
Item ID: 6279, Name: Broodoo shield, Options: [null, Wield, null, null, drop].
Item ID: 6280, Name: null, Options: [null, null, null, null, drop].
Item ID: 6281, Name: Thatch spar light, Options: [null, null, null, null, drop].
Item ID: 6282, Name: null, Options: [null, null, null, null, drop].
Item ID: 6283, Name: Thatch spar med, Options: [null, null, null, null, drop].
Item ID: 6284, Name: null, Options: [null, null, null, null, drop].
Item ID: 6285, Name: Thatch spar dense, Options: [null, null, null, null, drop].
Item ID: 6286, Name: null, Options: [null, null, null, null, drop].
Item ID: 6287, Name: Snake hide, Options: [null, null, null, null, drop].
Item ID: 6288, Name: null, Options: [null, null, null, null, drop].
Item ID: 6289, Name: Snakeskin, Options: [null, null, null, null, drop].
Item ID: 6290, Name: null, Options: [null, null, null, null, drop].
Item ID: 6291, Name: Spider carcass, Options: [null, null, null, null, drop].
Item ID: 6292, Name: null, Options: [null, null, null, null, drop].
Item ID: 6293, Name: Spider on stick, Options: [null, null, null, null, drop].
Item ID: 6294, Name: null, Options: [null, null, null, null, drop].
Item ID: 6295, Name: Spider on shaft, Options: [null, null, null, null, drop].
Item ID: 6296, Name: null, Options: [null, null, null, null, drop].
Item ID: 6297, Name: Spider on stick, Options: [Eat, null, null, null, drop].
Item ID: 6298, Name: null, Options: [null, null, null, null, drop].
Item ID: 6299, Name: Spider on shaft, Options: [Eat, null, null, null, drop].
Item ID: 6300, Name: null, Options: [null, null, null, null, drop].
Item ID: 6301, Name: Burnt spider, Options: [null, null, null, null, drop].
Item ID: 6302, Name: null, Options: [null, null, null, null, drop].
Item ID: 6303, Name: Spider on shaft, Options: [null, null, null, null, drop].
Item ID: 6304, Name: null, Options: [null, null, null, null, drop].
Item ID: 6305, Name: Skewer stick, Options: [null, null, null, null, drop].
Item ID: 6306, Name: Trading sticks, Options: [null, null, null, null, drop].
Item ID: 6307, Name: null, Options: [null, null, null, null, drop].
Item ID: 6308, Name: null, Options: [null, null, null, null, drop].
Item ID: 6309, Name: null, Options: [null, null, null, null, drop].
Item ID: 6310, Name: null, Options: [null, null, null, null, drop].
Item ID: 6311, Name: Gout tuber, Options: [Eat, null, null, null, drop].
Item ID: 6312, Name: null, Options: [null, null, null, null, drop].
Item ID: 6313, Name: Opal machete, Options: [null, Wield, null, null, drop].
Item ID: 6314, Name: null, Options: [null, null, null, null, drop].
Item ID: 6315, Name: Jade machete, Options: [null, Wield, null, null, drop].
Item ID: 6316, Name: null, Options: [null, null, null, null, drop].
Item ID: 6317, Name: Red topaz machete, Options: [null, Wield, null, null, drop].
Item ID: 6318, Name: null, Options: [null, null, null, null, drop].
Item ID: 6319, Name: Proboscis, Options: [null, null, null, null, drop].
Item ID: 6320, Name: null, Options: [null, null, null, null, drop].
Item ID: 6321, Name: null, Options: [null, null, null, null, drop].
Item ID: 6322, Name: Snakeskin body, Options: [null, Wear, null, null, drop].
Item ID: 6323, Name: null, Options: [null, null, null, null, drop].
Item ID: 6324, Name: Snakeskin chaps, Options: [null, Wear, null, null, drop].
Item ID: 6325, Name: null, Options: [null, null, null, null, drop].
Item ID: 6326, Name: Snakeskin bandana, Options: [null, Wear, null, null, drop].
Item ID: 6327, Name: null, Options: [null, null, null, null, drop].
Item ID: 6328, Name: Snakeskin boots, Options: [null, Wear, null, null, drop].
Item ID: 6329, Name: null, Options: [null, null, null, null, drop].
Item ID: 6330, Name: Snakeskin vambraces, Options: [null, Wear, null, null, drop].
Item ID: 6331, Name: null, Options: [null, null, null, null, drop].
Item ID: 6332, Name: Mahogany logs, Options: [null, null, null, null, drop].
Item ID: 6333, Name: Teak logs, Options: [null, null, null, null, drop].
Item ID: 6334, Name: null, Options: [null, null, null, null, drop].
Item ID: 6335, Name: Tribal mask, Options: [null, Wear, null, null, drop].
Item ID: 6336, Name: null, Options: [null, null, null, null, drop].
Item ID: 6337, Name: Tribal mask, Options: [null, Wear, null, null, drop].
Item ID: 6338, Name: null, Options: [null, null, null, null, drop].
Item ID: 6339, Name: Tribal mask, Options: [null, Wear, null, null, drop].
Item ID: 6340, Name: null, Options: [null, null, null, null, drop].
Item ID: 6341, Name: Tribal top, Options: [null, Wear, null, null, drop].
Item ID: 6342, Name: null, Options: [null, null, null, null, drop].
Item ID: 6343, Name: Villager robe, Options: [null, Wear, null, null, drop].
Item ID: 6344, Name: null, Options: [null, null, null, null, drop].
Item ID: 6345, Name: Villager hat, Options: [null, Wear, null, null, drop].
Item ID: 6346, Name: null, Options: [null, null, null, null, drop].
Item ID: 6347, Name: Villager armband, Options: [null, Wear, null, null, drop].
Item ID: 6348, Name: null, Options: [null, null, null, null, drop].
Item ID: 6349, Name: Villager sandals, Options: [null, Wear, null, null, drop].
Item ID: 6350, Name: null, Options: [null, null, null, null, drop].
Item ID: 6351, Name: Tribal top, Options: [null, Wear, null, null, drop].
Item ID: 6352, Name: null, Options: [null, null, null, null, drop].
Item ID: 6353, Name: Villager robe, Options: [null, Wear, null, null, drop].
Item ID: 6354, Name: null, Options: [null, null, null, null, drop].
Item ID: 6355, Name: Villager hat, Options: [null, Wear, null, null, drop].
Item ID: 6356, Name: null, Options: [null, null, null, null, drop].
Item ID: 6357, Name: Villager sandals, Options: [null, Wear, null, null, drop].
Item ID: 6358, Name: null, Options: [null, null, null, null, drop].
Item ID: 6359, Name: Villager armband, Options: [null, Wear, null, null, drop].
Item ID: 6360, Name: null, Options: [null, null, null, null, drop].
Item ID: 6361, Name: Tribal top, Options: [null, Wear, null, null, drop].
Item ID: 6362, Name: null, Options: [null, null, null, null, drop].
Item ID: 6363, Name: Villager robe, Options: [null, Wear, null, null, drop].
Item ID: 6364, Name: null, Options: [null, null, null, null, drop].
Item ID: 6365, Name: Villager hat, Options: [null, Wear, null, null, drop].
Item ID: 6366, Name: null, Options: [null, null, null, null, drop].
Item ID: 6367, Name: Villager sandals, Options: [null, Wear, null, null, drop].
Item ID: 6368, Name: null, Options: [null, null, null, null, drop].
Item ID: 6369, Name: Villager armband, Options: [null, Wear, null, null, drop].
Item ID: 6370, Name: null, Options: [null, null, null, null, drop].
Item ID: 6371, Name: Tribal top, Options: [null, Wear, null, null, drop].
Item ID: 6372, Name: null, Options: [null, null, null, null, drop].
Item ID: 6373, Name: Villager robe, Options: [null, Wear, null, null, drop].
Item ID: 6374, Name: null, Options: [null, null, null, null, drop].
Item ID: 6375, Name: Villager hat, Options: [null, Wear, null, null, drop].
Item ID: 6376, Name: null, Options: [null, null, null, null, drop].
Item ID: 6377, Name: Villager sandals, Options: [null, Wear, null, null, drop].
Item ID: 6378, Name: null, Options: [null, null, null, null, drop].
Item ID: 6379, Name: Villager armband, Options: [null, Wear, null, null, drop].
Item ID: 6380, Name: null, Options: [null, null, null, null, drop].
Item ID: 6381, Name: Null, Options: [Wear, null, null, null, drop].
Item ID: 6382, Name: Fez, Options: [null, Wear, null, null, drop].
Item ID: 6383, Name: null, Options: [null, null, null, null, drop].
Item ID: 6384, Name: Desert top, Options: [null, Wear, null, null, drop].
Item ID: 6385, Name: null, Options: [null, null, null, null, drop].
Item ID: 6386, Name: Desert robes, Options: [null, Wear, null, null, drop].
Item ID: 6387, Name: null, Options: [null, null, null, null, drop].
Item ID: 6388, Name: Desert top, Options: [null, Wear, null, null, drop].
Item ID: 6389, Name: null, Options: [null, null, null, null, drop].
Item ID: 6390, Name: Desert legs, Options: [null, Wear, null, null, drop].
Item ID: 6391, Name: null, Options: [null, null, null, null, drop].
Item ID: 6392, Name: Menaphite purple hat, Options: [null, Wear, null, null, drop].
Item ID: 6393, Name: null, Options: [null, null, null, null, drop].
Item ID: 6394, Name: Menaphite purple top, Options: [null, Wear, null, null, drop].
Item ID: 6395, Name: null, Options: [null, null, null, null, drop].
Item ID: 6396, Name: Menaphite purple robe, Options: [null, Wear, null, null, drop].
Item ID: 6397, Name: null, Options: [null, null, null, null, drop].
Item ID: 6398, Name: Menaphite purple kilt, Options: [null, Wear, null, null, drop].
Item ID: 6399, Name: null, Options: [null, null, null, null, drop].
Item ID: 6400, Name: Menaphite red hat, Options: [null, Wear, null, null, drop].
Item ID: 6401, Name: null, Options: [null, null, null, null, drop].
Item ID: 6402, Name: Menaphite red top, Options: [null, Wear, null, null, drop].
Item ID: 6403, Name: null, Options: [null, null, null, null, drop].
Item ID: 6404, Name: Menaphite red robe, Options: [null, Wear, null, null, drop].
Item ID: 6405, Name: null, Options: [null, null, null, null, drop].
Item ID: 6406, Name: Menaphite red kilt, Options: [null, Wear, null, null, drop].
Item ID: 6407, Name: null, Options: [null, null, null, null, drop].
Item ID: 6408, Name: Oak blackjack(o), Options: [null, Wield, null, null, drop].
Item ID: 6409, Name: null, Options: [null, null, null, null, drop].
Item ID: 6410, Name: Oak blackjack(d), Options: [null, Wield, null, null, drop].
Item ID: 6411, Name: null, Options: [null, null, null, null, drop].
Item ID: 6412, Name: Willow blackjack(o), Options: [null, Wield, null, null, drop].
Item ID: 6413, Name: null, Options: [null, null, null, null, drop].
Item ID: 6414, Name: Willow blackjack(d), Options: [null, Wield, null, null, drop].
Item ID: 6415, Name: null, Options: [null, null, null, null, drop].
Item ID: 6416, Name: Maple blackjack, Options: [null, Wield, null, null, drop].
Item ID: 6417, Name: null, Options: [null, null, null, null, drop].
Item ID: 6418, Name: Maple blackjack(o), Options: [null, Wield, null, null, drop].
Item ID: 6419, Name: null, Options: [null, null, null, null, drop].
Item ID: 6420, Name: Maple blackjack(d), Options: [null, Wield, null, null, drop].
Item ID: 6421, Name: null, Options: [null, null, null, null, drop].
Item ID: 6422, Name: Air rune, Options: [null, null, null, null, drop].
Item ID: 6423, Name: null, Options: [null, null, null, null, drop].
Item ID: 6424, Name: Water rune, Options: [null, null, null, null, drop].
Item ID: 6425, Name: null, Options: [null, null, null, null, drop].
Item ID: 6426, Name: Earth rune, Options: [null, null, null, null, drop].
Item ID: 6427, Name: null, Options: [null, null, null, null, drop].
Item ID: 6428, Name: Fire rune, Options: [null, null, null, null, drop].
Item ID: 6429, Name: null, Options: [null, null, null, null, drop].
Item ID: 6430, Name: Chaos rune, Options: [null, null, null, null, drop].
Item ID: 6431, Name: null, Options: [null, null, null, null, drop].
Item ID: 6432, Name: Death rune, Options: [null, null, null, null, drop].
Item ID: 6433, Name: null, Options: [null, null, null, null, drop].
Item ID: 6434, Name: Law rune, Options: [null, null, null, null, drop].
Item ID: 6435, Name: null, Options: [null, null, null, null, drop].
Item ID: 6436, Name: Mind rune, Options: [null, null, null, null, drop].
Item ID: 6437, Name: null, Options: [null, null, null, null, drop].
Item ID: 6438, Name: Body rune, Options: [null, null, null, null, drop].
Item ID: 6439, Name: null, Options: [null, null, null, null, drop].
Item ID: 6440, Name: null, Options: [null, null, null, null, drop].
Item ID: 6441, Name: null, Options: [null, null, null, null, drop].
Item ID: 6442, Name: null, Options: [null, null, null, null, drop].
Item ID: 6443, Name: null, Options: [null, null, null, null, drop].
Item ID: 6444, Name: null, Options: [null, null, null, null, drop].
Item ID: 6445, Name: null, Options: [null, null, null, null, drop].
Item ID: 6446, Name: null, Options: [null, null, null, null, drop].
Item ID: 6447, Name: null, Options: [null, null, null, null, drop].
Item ID: 6448, Name: Spadeful of coke, Options: [Empty, null, null, null, drop].
Item ID: 6449, Name: null, Options: [null, null, null, null, drop].
Item ID: 6450, Name: Kandarin headgear, Options: [null, null, null, null, drop].
Item ID: 6451, Name: null, Options: [null, null, null, null, drop].
Item ID: 6452, Name: Mage arena cape, Options: [null, null, null, null, drop].
Item ID: 6453, Name: White rose seed, Options: [null, null, null, null, Destroy].
Item ID: 6454, Name: Red rose seed, Options: [null, null, null, null, Destroy].
Item ID: 6455, Name: Pink rose seed, Options: [null, null, null, null, Destroy].
Item ID: 6456, Name: Vine seed, Options: [null, null, null, null, Destroy].
Item ID: 6457, Name: Delphinium seed, Options: [null, null, null, null, Destroy].
Item ID: 6458, Name: Orchid seed, Options: [null, null, null, null, Destroy].
Item ID: 6459, Name: Orchid seed, Options: [null, null, null, null, Destroy].
Item ID: 6460, Name: Snowdrop seed, Options: [null, null, null, null, Destroy].
Item ID: 6461, Name: White tree shoot, Options: [null, null, null, null, Destroy].
Item ID: 6462, Name: White tree shoot, Options: [null, null, null, null, Destroy].
Item ID: 6463, Name: White tree shoot (w), Options: [null, null, null, null, Destroy].
Item ID: 6464, Name: White tree sapling, Options: [null, null, null, null, Destroy].
Item ID: 6465, Name: Ring of charos(a), Options: [null, Wear, null, null, Destroy].
Item ID: 6466, Name: Rune shards, Options: [null, null, null, null, drop].
Item ID: 6467, Name: Rune dust, Options: [null, null, null, null, drop].
Item ID: 6468, Name: Plant cure, Options: [null, null, null, null, drop].
Item ID: 6469, Name: White tree fruit, Options: [Eat, null, null, null, drop].
Item ID: 6470, Name: Compost potion(4), Options: [null, null, null, Empty, drop].
Item ID: 6471, Name: null, Options: [null, null, null, null, drop].
Item ID: 6472, Name: Compost potion(3), Options: [null, null, null, Empty, drop].
Item ID: 6473, Name: null, Options: [null, null, null, null, drop].
Item ID: 6474, Name: Compost potion(2), Options: [null, null, null, Empty, drop].
Item ID: 6475, Name: null, Options: [null, null, null, null, drop].
Item ID: 6476, Name: Compost potion(1), Options: [null, null, null, Empty, drop].
Item ID: 6477, Name: null, Options: [null, null, null, null, drop].
Item ID: 6478, Name: Trolley, Options: [null, null, null, null, Destroy].
Item ID: 6479, Name: List, Options: [Read, null, null, null, Destroy].
Item ID: 6480, Name: null, Options: [null, null, null, null, drop].
Item ID: 6481, Name: null, Options: [null, null, null, null, drop].
Item ID: 6482, Name: null, Options: [null, null, null, null, drop].
Item ID: 6483, Name: null, Options: [null, null, null, null, drop].
Item ID: 6484, Name: null, Options: [null, null, null, null, drop].
Item ID: 6485, Name: null, Options: [null, null, null, null, drop].
Item ID: 6486, Name: null, Options: [null, null, null, null, drop].
Item ID: 6487, Name: null, Options: [null, null, null, null, drop].
Item ID: 6488, Name: null, Options: [null, null, null, null, drop].
Item ID: 6489, Name: null, Options: [null, null, null, null, drop].
Item ID: 6490, Name: null, Options: [null, null, null, null, drop].
Item ID: 6491, Name: null, Options: [null, null, null, null, drop].
Item ID: 6492, Name: null, Options: [null, null, null, null, drop].
Item ID: 6493, Name: null, Options: [null, null, null, null, drop].
Item ID: 6494, Name: null, Options: [null, null, null, null, drop].
Item ID: 6495, Name: null, Options: [null, null, null, null, drop].
Item ID: 6496, Name: null, Options: [null, null, null, null, drop].
Item ID: 6497, Name: null, Options: [null, null, null, null, drop].
Item ID: 6498, Name: null, Options: [null, null, null, null, drop].
Item ID: 6499, Name: null, Options: [null, null, null, null, drop].
Item ID: 6500, Name: null, Options: [null, null, null, null, drop].
Item ID: 6501, Name: null, Options: [null, null, null, null, drop].
Item ID: 6502, Name: null, Options: [null, null, null, null, drop].
Item ID: 6503, Name: null, Options: [null, null, null, null, drop].
Item ID: 6504, Name: null, Options: [null, null, null, null, drop].
Item ID: 6505, Name: null, Options: [null, null, null, null, drop].
Item ID: 6506, Name: null, Options: [null, null, null, null, drop].
Item ID: 6507, Name: null, Options: [null, null, null, null, drop].
Item ID: 6508, Name: null, Options: [null, null, null, null, drop].
Item ID: 6509, Name: null, Options: [null, null, null, null, drop].
Item ID: 6510, Name: null, Options: [null, null, null, null, drop].
Item ID: 6511, Name: null, Options: [null, null, null, null, drop].
Item ID: 6512, Name: null, Options: [null, null, null, null, drop].
Item ID: 6513, Name: null, Options: [null, null, null, null, drop].
Item ID: 6514, Name: Agility jump, Options: [null, null, null, null, drop].
Item ID: 6515, Name: Agility balance, Options: [null, null, null, null, drop].
Item ID: 6516, Name: Agility contortion, Options: [null, null, null, null, drop].
Item ID: 6517, Name: Agility climb, Options: [null, null, null, null, drop].
Item ID: 6518, Name: Agility jump, Options: [null, null, null, null, drop].
Item ID: 6519, Name: Agility balance, Options: [null, null, null, null, drop].
Item ID: 6520, Name: Agility contortion, Options: [null, null, null, null, drop].
Item ID: 6521, Name: Agility climb, Options: [null, null, null, null, drop].
Item ID: 6522, Name: Toktz-xil-ul, Options: [null, Wield, null, null, drop].
Item ID: 6523, Name: Toktz-xil-ak, Options: [null, Wield, null, null, drop].
Item ID: 6524, Name: Toktz-ket-xil, Options: [null, Wield, null, null, drop].
Item ID: 6525, Name: Toktz-xil-ek, Options: [null, Wield, null, null, drop].
Item ID: 6526, Name: Toktz-mej-tal, Options: [null, Wield, null, null, drop].
Item ID: 6527, Name: Tzhaar-ket-em, Options: [null, Wield, null, null, drop].
Item ID: 6528, Name: Tzhaar-ket-om, Options: [null, Wield, null, null, drop].
Item ID: 6529, Name: Tokkul, Options: [null, null, null, null, drop].
Item ID: 6530, Name: null, Options: [null, null, null, null, drop].
Item ID: 6531, Name: null, Options: [null, null, null, null, drop].
Item ID: 6532, Name: null, Options: [null, null, null, null, drop].
Item ID: 6533, Name: null, Options: [null, null, null, null, drop].
Item ID: 6534, Name: null, Options: [null, null, null, null, drop].
Item ID: 6535, Name: null, Options: [null, null, null, null, drop].
Item ID: 6536, Name: null, Options: [null, null, null, null, drop].
Item ID: 6537, Name: null, Options: [null, null, null, null, drop].
Item ID: 6538, Name: null, Options: [null, null, null, null, drop].
Item ID: 6539, Name: null, Options: [null, null, null, null, drop].
Item ID: 6540, Name: null, Options: [null, null, null, null, drop].
Item ID: 6541, Name: Mouse toy, Options: [null, Wield, null, null, Destroy].
Item ID: 6542, Name: Present, Options: [Open, null, null, null, Destroy].
Item ID: 6543, Name: Antique lamp, Options: [Rub, null, null, null, Destroy].
Item ID: 6544, Name: Catspeak amulet(e), Options: [null, Wear, Open, null, Destroy].
Item ID: 6545, Name: Chores, Options: [Read, null, null, null, Destroy].
Item ID: 6546, Name: Recipe, Options: [Read, null, null, null, Destroy].
Item ID: 6547, Name: Doctors hat, Options: [null, Wear, null, null, Destroy].
Item ID: 6548, Name: Nurse hat, Options: [null, Wear, null, null, Destroy].
Item ID: 6549, Name: Lazy cat, Options: [null, null, null, null, drop].
Item ID: 6550, Name: Lazy cat, Options: [null, null, null, null, drop].
Item ID: 6551, Name: Lazy cat, Options: [null, null, null, null, drop].
Item ID: 6552, Name: Lazy cat, Options: [null, null, null, null, drop].
Item ID: 6553, Name: Lazy cat, Options: [null, null, null, null, drop].
Item ID: 6554, Name: Lazy cat, Options: [null, null, null, null, drop].
Item ID: 6555, Name: Wily cat, Options: [null, null, null, null, drop].
Item ID: 6556, Name: Wily cat, Options: [null, null, null, null, drop].
Item ID: 6557, Name: Wily cat, Options: [null, null, null, null, drop].
Item ID: 6558, Name: Wily cat, Options: [null, null, null, null, drop].
Item ID: 6559, Name: Wily cat, Options: [null, null, null, null, drop].
Item ID: 6560, Name: Wily cat, Options: [null, null, null, null, drop].
Item ID: 6561, Name: Ahab's beer, Options: [null, null, null, null, drop].
Item ID: 6562, Name: Mud battlestaff, Options: [null, Wield, null, null, drop].
Item ID: 6563, Name: Mystic mud staff, Options: [null, Wield, null, null, drop].
Item ID: 6564, Name: Onyx ring, Options: [null, null, null, null, drop].
Item ID: 6565, Name: Onyx necklace, Options: [null, null, null, null, drop].
Item ID: 6566, Name: Onyx amulet, Options: [null, null, null, null, drop].
Item ID: 6567, Name: null, Options: [null, null, null, null, drop].
Item ID: 6568, Name: Obsidian cape, Options: [null, Wear, null, null, drop].
Item ID: 6569, Name: null, Options: [null, null, null, null, drop].
Item ID: 6570, Name: Fire cape, Options: [null, Wear, null, null, drop].
Item ID: 6571, Name: Uncut onyx, Options: [null, null, null, null, drop].
Item ID: 6572, Name: null, Options: [null, null, null, null, drop].
Item ID: 6573, Name: Onyx, Options: [null, null, null, null, drop].
Item ID: 6574, Name: null, Options: [null, null, null, null, drop].
Item ID: 6575, Name: Onyx ring, Options: [null, Wear, null, null, drop].
Item ID: 6576, Name: null, Options: [null, null, null, null, drop].
Item ID: 6577, Name: Onyx necklace, Options: [null, Wear, null, null, drop].
Item ID: 6578, Name: null, Options: [null, null, null, null, drop].
Item ID: 6579, Name: Onyx amulet (u), Options: [null, null, null, null, drop].
Item ID: 6580, Name: null, Options: [null, null, null, null, drop].
Item ID: 6581, Name: Onyx amulet, Options: [null, Wear, null, null, drop].
Item ID: 6582, Name: null, Options: [null, null, null, null, drop].
Item ID: 6583, Name: Ring of stone, Options: [null, Wear, null, null, drop].
Item ID: 6584, Name: null, Options: [null, null, null, null, drop].
Item ID: 6585, Name: Amulet of fury, Options: [null, Wear, null, null, drop].
Item ID: 6586, Name: null, Options: [null, null, null, null, drop].
Item ID: 6587, Name: White claws, Options: [null, Wear, null, null, drop].
Item ID: 6588, Name: null, Options: [null, null, null, null, drop].
Item ID: 6589, Name: White battleaxe, Options: [null, Wield, null, null, drop].
Item ID: 6590, Name: null, Options: [null, null, null, null, drop].
Item ID: 6591, Name: White dagger, Options: [null, Wield, null, null, drop].
Item ID: 6592, Name: null, Options: [null, null, null, null, drop].
Item ID: 6593, Name: White dagger(p), Options: [null, Wield, null, null, drop].
Item ID: 6594, Name: null, Options: [null, null, null, null, drop].
Item ID: 6595, Name: White dagger(p+), Options: [null, Wield, null, null, drop].
Item ID: 6596, Name: null, Options: [null, null, null, null, drop].
Item ID: 6597, Name: White dagger(p++), Options: [null, Wield, null, null, drop].
Item ID: 6598, Name: null, Options: [null, null, null, null, drop].
Item ID: 6599, Name: White halberd, Options: [null, Wield, null, null, drop].
Item ID: 6600, Name: null, Options: [null, null, null, null, drop].
Item ID: 6601, Name: White mace, Options: [null, Wield, null, null, drop].
Item ID: 6602, Name: null, Options: [null, null, null, null, drop].
Item ID: 6603, Name: White magic staff, Options: [null, Wield, null, null, drop].
Item ID: 6604, Name: null, Options: [null, null, null, null, drop].
Item ID: 6605, Name: White sword, Options: [null, Wield, null, null, drop].
Item ID: 6606, Name: null, Options: [null, null, null, null, drop].
Item ID: 6607, Name: White longsword, Options: [null, Wield, null, null, drop].
Item ID: 6608, Name: null, Options: [null, null, null, null, drop].
Item ID: 6609, Name: White 2h sword, Options: [null, Wield, null, null, drop].
Item ID: 6610, Name: null, Options: [null, null, null, null, drop].
Item ID: 6611, Name: White scimitar, Options: [null, Wield, null, null, drop].
Item ID: 6612, Name: null, Options: [null, null, null, null, drop].
Item ID: 6613, Name: White warhammer, Options: [null, Wield, null, null, drop].
Item ID: 6614, Name: null, Options: [null, null, null, null, drop].
Item ID: 6615, Name: White chainbody, Options: [null, Wear, null, null, drop].
Item ID: 6616, Name: null, Options: [null, null, null, null, drop].
Item ID: 6617, Name: White platebody, Options: [null, Wear, null, null, drop].
Item ID: 6618, Name: null, Options: [null, null, null, null, drop].
Item ID: 6619, Name: White boots, Options: [null, Wear, null, null, drop].
Item ID: 6620, Name: null, Options: [null, null, null, null, drop].
Item ID: 6621, Name: White med helm, Options: [null, Wear, null, null, drop].
Item ID: 6622, Name: null, Options: [null, null, null, null, drop].
Item ID: 6623, Name: White full helm, Options: [null, Wear, null, null, drop].
Item ID: 6624, Name: null, Options: [null, null, null, null, drop].
Item ID: 6625, Name: White platelegs, Options: [null, Wear, null, null, drop].
Item ID: 6626, Name: null, Options: [null, null, null, null, drop].
Item ID: 6627, Name: White plateskirt, Options: [null, Wear, null, null, drop].
Item ID: 6628, Name: null, Options: [null, null, null, null, drop].
Item ID: 6629, Name: White gloves, Options: [null, Wear, null, null, drop].
Item ID: 6630, Name: null, Options: [null, null, null, null, drop].
Item ID: 6631, Name: White sq shield, Options: [null, Wield, null, null, drop].
Item ID: 6632, Name: null, Options: [null, null, null, null, drop].
